Those are the similar genes; the first gene belongs to nc_000913 and the second one belongs to bop27

Gene ID	Locus Tag	Product Name	Type	Start	Stop	Discontiguous	FrameShiftted	Status
NC_000913:complement(join(2172921..2173362,2173365..2174278)):CDS	"b2092"		CDS-pseudo	2172921	2174278	yes 	yes 	Similar 
NC_000913:complement(join(2172921..2173362,2173363..2174276)):CDS	"b2092"		CDS-pseudo	2172921	2174276	yes 	yes 	Similar 

NC_000913:2286211..2286287:tRNA	"b2189"	"trna-pro"	tRNA	2286211	2286287	no 	no 	Similar 
NC_000913:2286209..2286285:tRNA	"b2189"	"trna-pro"	tRNA	2286209	2286285	no 	no 	Similar 

NC_000913:2313084..2313176:ncRNA	"b4439"	"srna antisense regulator affecting ompf expression, hfq-dependent"	ncRNA	2313084	2313176	no 	no 	Similar 
NC_000913:2313082..2313174:ncRNA	"b4439"	"srna antisense regulator affecting ompf expression, hfq-dependent"	ncRNA	2313082	2313174	no 	no 	Similar 

NC_000913:2466309..2466383:tRNA	"b2348"	"trna-arg"	tRNA	2466309	2466383	no 	no 	Similar 
NC_000913:2466307..2466381:tRNA	"b2348"	"trna-arg"	tRNA	2466307	2466381	no 	no 	Similar 

NC_000913:complement(2518041..2518116):tRNA	"b2396"	"trna-ala"	tRNA	2518041	2518116	no 	no 	Similar 
NC_000913:complement(2518039..2518114):tRNA	"b2396"	"trna-ala"	tRNA	2518039	2518114	no 	no 	Similar 

NC_000913:complement(2518156..2518231):tRNA	"b2397"	"trna-ala"	tRNA	2518156	2518231	no 	no 	Similar 
NC_000913:complement(2518154..2518229):tRNA	"b2397"	"trna-ala"	tRNA	2518154	2518229	no 	no 	Similar 

NC_000913:2520931..2521006:tRNA	"b2401"	"trna-val"	tRNA	2520931	2521006	no 	no 	Similar 
NC_000913:2520929..2521004:tRNA	"b2401"	"trna-val"	tRNA	2520929	2521004	no 	no 	Similar 

NC_000913:2521051..2521126:tRNA	"b2402"	"trna-val"	tRNA	2521051	2521126	no 	no 	Similar 
NC_000913:2521049..2521124:tRNA	"b2402"	"trna-val"	tRNA	2521049	2521124	no 	no 	Similar 

NC_000913:2521173..2521248:tRNA	"b2403"	"trna-val"	tRNA	2521173	2521248	no 	no 	Similar 
NC_000913:2521171..2521246:tRNA	"b2403"	"trna-val"	tRNA	2521171	2521246	no 	no 	Similar 

NC_000913:2521253..2521328:tRNA	"b2404"	"trna-lys"	tRNA	2521253	2521328	no 	no 	Similar 
NC_000913:2521251..2521326:tRNA	"b2404"	"trna-lys"	tRNA	2521251	2521326	no 	no 	Similar 

NC_000913:2653855..2654158:ncRNA	"b4440"	"novel srna, function unknown"	ncRNA	2653855	2654158	no 	no 	Similar 
NC_000913:2653853..2654156:ncRNA	"b4440"	"novel srna, function unknown"	ncRNA	2653853	2654156	no 	no 	Similar 

NC_000913:complement(2691157..2691340):ncRNA	"b4441"	"srna activator of glms mrna, glmz processing antagonist"	ncRNA	2691157	2691340	no 	no 	Similar 
NC_000913:complement(2691155..2691338):ncRNA	"b4441"	"srna activator of glms mrna, glmz processing antagonist"	ncRNA	2691155	2691338	no 	no 	Similar 

NC_000913:2700520..2700596:ncRNA	"b4608"	"srna antisense regulator of shob toxin"	ncRNA	2700520	2700596	no 	no 	Similar 
NC_000913:2700518..2700594:ncRNA	"b4608"	"srna antisense regulator of shob toxin"	ncRNA	2700518	2700594	no 	no 	Similar 

NC_000913:complement(2726069..2726188):rRNA	"b2588"	"5s ribosomal rna of rrng operon"	rRNA	2726069	2726188	no 	no 	Similar 
NC_000913:complement(2726067..2726186):rRNA	"b2588"	"5s ribosomal rna of rrng operon"	rRNA	2726067	2726186	no 	no 	Similar 

NC_000913:complement(2726281..2729184):rRNA	"b2589"	"23s ribosomal rna of rrng operon"	rRNA	2726281	2729184	no 	no 	Similar 
