Gene ID	Locus Tag	Product Name	Type	Start	Stop	Discontiguous	FrameShiftted	Status
NC_000913:2178821..2180098:CDS	"b2098"	"nucleoside transporter, low affinity"	CDS	2178821	2180098	no 	no 	Unique with overlap 
NC_000913:2180095..2181099:CDS	"b2099"	"adp-ribosylglycohydrolase family protein"	CDS	2180095	2181099	no 	no 	Unique with overlap 
NC_000913:2181096..2182061:CDS	"b2100"	"putative kinase"	CDS	2181096	2182061	no 	no 	Unique with overlap 
NC_000913:complement(2183716..2184516):CDS	"b2103"	"hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase"	CDS	2183716	2184516	no 	no 	Unique with overlap 
NC_000913:complement(2184513..2185301):CDS	"b2104"	"hydoxyethylthiazole kinase"	CDS	2184513	2185301	no 	no 	Unique with overlap 
NC_000913:2205695..2207974:CDS	"b2120"	"uncharacterized protein"	CDS	2205695	2207974	no 	no 	Unique with overlap 
NC_000913:2207967..2209103:CDS	"b2121"	"vma domain putative yehl atpase stimulator"	CDS	2207967	2209103	no 	no 	Unique with overlap 
NC_000913:2209100..2211100:CDS	"b2122"		CDS-pseudo	2209100	2211100	no 	yes 	Unique with overlap 
NC_000913:complement(2212243..2212962):CDS	"b2125"	"putative response regulator in two-component system withyehu"	CDS	2212243	2212962	no 	no 	Unique with overlap 
NC_000913:complement(2212959..2214644):CDS	"b2126"	"inner membrane putative sensory kinase in two-component system with yeht"	CDS	2212959	2214644	no 	no 	Unique with overlap 
NC_000913:complement(2216481..2217407):CDS	"b2129"	"putative abc transporter atpase"	CDS	2216481	2217407	no 	no 	Unique with overlap 
NC_000913:complement(2217400..2218557):CDS	"b2130"	"putative abc transporter permease"	CDS	2217400	2218557	no 	no 	Unique with overlap 
NC_000913:2230624..2231022:CDS	"b2141"	"upf0299 family inner membrane protein"	CDS	2230624	2231022	no 	no 	Unique with overlap 
NC_000913:2231019..2231714:CDS	"b2142"	"lrgb family inner membrane protein"	CDS	2231019	2231714	no 	no 	Unique with overlap 
NC_000913:2234033..2235271:CDS	"b2146"	"dihydropyrimidine dehydrogenase, nadh-dependent, subunit n"	CDS	2234033	2235271	no 	no 	Unique with overlap 
NC_000913:2235265..2236500:CDS	"b2147"	"dihydropyrimidine dehydrogenase, nadh-dependent, subunit c"	CDS	2235265	2236500	no 	no 	Unique with overlap 
NC_000913:complement(2257429..2258367):CDS	"b2165"	"pseudouridine 5'-phosphate glycosidase"	CDS	2257429	2258367	no 	no 	Unique with overlap 
NC_000913:complement(2258355..2259296):CDS	"b2166"	"pseudouridine kinase"	CDS	2258355	2259296	no 	no 	Unique with overlap 
NC_000913:complement(2261427..2262365):CDS	"b2168"	"fructose-1-phosphate kinase"	CDS	2261427	2262365	no 	no 	Unique with overlap 
NC_000913:2272364..2274178:CDS	"b2177"	"microcin c abc transporter periplasmic binding protein"	CDS	2272364	2274178	no 	no 	Unique with overlap 
NC_000913:2274179..2275273:CDS	"b2178"	"microcin c abc transporter permease"	CDS	2274179	2275273	no 	no 	Unique with overlap 
NC_000913:complement(2291358..2292410):CDS	"b2194"	"heme lyase, ccmh subunit"	CDS	2291358	2292410	no 	no 	Unique with overlap 
NC_000913:complement(2292407..2292964):CDS	"b2195"	"periplasmic thioredoxin of cytochrome c-type biogenesis"	CDS	2292407	2292964	no 	no 	Unique with overlap 
NC_000913:complement(2292961..2294904):CDS	"b2196"	"heme lyase, ccmf subunit"	CDS	2292961	2294904	no 	no 	Unique with overlap 
NC_000913:complement(2294901..2295380):CDS	"b2197"	"periplasmic heme chaperone"	CDS	2294901	2295380	no 	no 	Unique with overlap 
NC_000913:complement(2295377..2295586):CDS	"b2198"	"cytochrome c biogenesis protein; heme export abc transporter holo-ccme release factor"	CDS	2295377	2295586	no 	no 	Unique with overlap 
NC_000913:complement(2295583..2296320):CDS	"b2199"	"heme export abc transporter permease; ccme-interacting protein"	CDS	2295583	2296320	no 	no 	Unique with overlap 
NC_000913:complement(2296362..2297024):CDS	"b2200"	"heme export abc transporter permease"	CDS	2296362	2297024	no 	no 	Unique with overlap 
NC_000913:complement(2297021..2297644):CDS	"b2201"	"heme export abc transporter atpase"	CDS	2297021	2297644	no 	no 	Unique with overlap 
NC_000913:complement(2298269..2298718):CDS	"b2203"	"nitrate reductase, small, cytochrome c550 subunit, periplasmic"	CDS	2298269	2298718	no 	no 	Unique with overlap 
