Gene ID	Locus Tag	Product Name	Type	Start	Stop	Discontiguous	FrameShiftted	Status
NC_000913:2180093..2181097:CDS	"b2099"	"adp-ribosylglycohydrolase family protein"	CDS	2180093	2181097	no 	yes	Unique with overlap 
NC_000913:2178819..2180096:CDS	"b2098"	"nucleoside transporter, low affinity"	CDS	2178819	2180096	no 	yes	Unique with overlap 
NC_000913:complement(2184511..2185299):CDS	"b2104"	"hydoxyethylthiazole kinase"	CDS	2184511	2185299	no 	yes	Unique with overlap 
NC_000913:complement(2183714..2184514):CDS	"b2103"	"hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase"	CDS	2183714	2184514	no 	yes	Unique with overlap 
NC_000913:2207965..2209101:CDS	"b2121"	"vma domain putative yehl atpase stimulator"	CDS	2207965	2209101	no 	yes	Unique with overlap 
NC_000913:2205693..2207972:CDS	"b2120"	"uncharacterized protein"	CDS	2205693	2207972	no 	yes	Unique with overlap 
NC_000913:complement(2212957..2214642):CDS	"b2126"	"inner membrane putative sensory kinase in two-component system with yeht"	CDS	2212957	2214642	no 	yes	Unique with overlap 
NC_000913:complement(2212241..2212960):CDS	"b2125"	"putative response regulator in two-component system withyehu"	CDS	2212241	2212960	no 	yes	Unique with overlap 
NC_000913:complement(2217398..2218555):CDS	"b2130"	"putative abc transporter permease"	CDS	2217398	2218555	no 	yes	Unique with overlap 
NC_000913:complement(2216479..2217405):CDS	"b2129"	"putative abc transporter atpase"	CDS	2216479	2217405	no 	yes	Unique with overlap 
NC_000913:2231017..2231712:CDS	"b2142"	"lrgb family inner membrane protein"	CDS	2231017	2231712	no 	yes	Unique with overlap 
NC_000913:2230622..2231020:CDS	"b2141"	"upf0299 family inner membrane protein"	CDS	2230622	2231020	no 	yes	Unique with overlap 
NC_000913:2235263..2236498:CDS	"b2147"	"dihydropyrimidine dehydrogenase, nadh-dependent, subunit c"	CDS	2235263	2236498	no 	yes	Unique with overlap 
NC_000913:2234031..2235269:CDS	"b2146"	"dihydropyrimidine dehydrogenase, nadh-dependent, subunit n"	CDS	2234031	2235269	no 	yes	Unique with overlap 
NC_000913:complement(2258353..2259294):CDS	"b2166"	"pseudouridine kinase"	CDS	2258353	2259294	no 	yes	Unique with overlap 
NC_000913:complement(2257427..2258365):CDS	"b2165"	"pseudouridine 5'-phosphate glycosidase"	CDS	2257427	2258365	no 	yes	Unique with overlap 
NC_000913:complement(2262363..2263493):CDS	"b2169"	"fused fructose-specific pts enzymes: iia component/hpr component"	CDS	2262363	2263493	no 	yes	Unique with overlap 
NC_000913:2274177..2275271:CDS	"b2178"	"microcin c abc transporter permease"	CDS	2274177	2275271	no 	yes	Unique with overlap 
NC_000913:2275271..2276296:CDS	"b2179"	"microcin c abc transporter permease"	CDS	2275271	2276296	no 	yes	Unique with overlap 
NC_000913:complement(2292405..2292962):CDS	"b2195"	"periplasmic thioredoxin of cytochrome c-type biogenesis"	CDS	2292405	2292962	no 	yes	Unique with overlap 
NC_000913:complement(2291356..2292408):CDS	"b2194"	"heme lyase, ccmh subunit"	CDS	2291356	2292408	no 	yes	Unique with overlap 
NC_000913:complement(2292959..2294902):CDS	"b2196"	"heme lyase, ccmf subunit"	CDS	2292959	2294902	no 	yes	Unique with overlap 
NC_000913:complement(2294899..2295378):CDS	"b2197"	"periplasmic heme chaperone"	CDS	2294899	2295378	no 	yes	Unique with overlap 
